0.000000000000000000e+00,0.000000000000000000e+00
3.157415740521800074e-01,-8.992006594294178479e-01
6.045598974935417758e-01,-1.805926592064435621e+00
9.085668990660128452e-01,-2.708998859104033485e+00
1.218586245446351413e+00,-3.609883890813301299e+00
1.018153974498854364e+00,-2.678569768783862770e+00
6.951850234856232769e-01,-1.759339377774708613e+00
4.880500571061047177e-01,-8.347791988183774770e-01
3.988025662463122734e-01,1.379584714915140786e-01
1.842111101302465193e-01,1.060174645440283614e+00
-2.701644577578865558e-02,1.990927014795487171e+00
-2.359059675186976623e-01,2.920377061685691888e+00
-4.391443452904548184e-01,3.843152003383425885e+00
-5.635206919258990421e-01,4.765942882966820449e+00
-8.231922153475790260e-01,5.691700691234343523e+00
-1.015624695578303038e+00,6.619932217143561282e+00
-1.282999832517314420e+00,7.544825091577395781e+00
-1.151367436000090283e+00,8.390229884666151605e+00
-1.369773080096531981e+00,9.314422912269641586e+00
-1.575789073736717283e+00,1.023309301013572714e+01
-1.811438524423540919e+00,1.115708353814052245e+01
-2.044362014155614027e+00,1.208057164735299693e+01
-2.248933717623703199e+00,1.300777998712399075e+01
-2.414272150228997216e+00,1.393758389502588102e+01
-2.635966748831783502e+00,1.486208607247745661e+01
-2.844805582163207003e+00,1.579198440521157920e+01
-3.052133684212926301e+00,1.671776264258703293e+01
-3.268046412450525740e+00,1.764601784366298887e+01
-3.471095939042368350e+00,1.857040381156443942e+01
-3.701640253981528073e+00,1.949319975720488785e+01
-3.911933870029621119e+00,2.042065589100878142e+01
-4.132641641070330607e+00,2.134498681381770524e+01
-4.357466614967449914e+00,2.226761357566643795e+01
-4.576875253128996235e+00,2.319189127023777530e+01
-4.800323084736720425e+00,2.411731367646873991e+01
-5.015558346929978484e+00,2.504326614550221564e+01
-5.231726714939157752e+00,2.596775516773788439e+01
-5.442162621994477867e+00,2.689435998431593333e+01
-5.656071526176921438e+00,2.781979328951784680e+01
-5.884218304538316957e+00,2.874305196107925653e+01
-6.103608060145318426e+00,2.966542437418289069e+01
-6.313799361184150527e+00,3.059141736230058939e+01
-6.535945006893610909e+00,3.151622325281772419e+01
-6.748650966848177113e+00,3.244172711924710484e+01
-6.955059459917032783e+00,3.336919580571306199e+01
-7.173041548396657419e+00,3.429530694826978987e+01
-7.405669423810025798e+00,3.521891017967958959e+01
-7.630288358644063074e+00,3.614751882916637982e+01
-7.836075756284658134e+00,3.707290289663524874e+01
-8.041051234746792176e+00,3.799889317557684620e+01
-8.274584787715692613e+00,3.892334988290735964e+01
-8.490132125567333432e+00,3.984682421876637903e+01
-8.725772326788957756e+00,4.077170430689763236e+01
-8.934451877765233974e+00,4.170040176509742480e+01
-9.193142830612485383e+00,4.262340669395052828e+01
-9.402886152302563971e+00,4.355075228399027765e+01
-9.592283639423900610e+00,4.448162976074158337e+01
-9.817500295032502322e+00,4.540656890213992369e+01
-1.001768222685812937e+01,4.633306577497352663e+01
-1.023201770586711490e+01,4.725698312493116049e+01
-1.047432246917755272e+01,4.817587884229629935e+01
-1.071582819162206235e+01,4.909867784569891569e+01
-1.090381414800611815e+01,5.003012812892423256e+01
-1.111292807915309133e+01,5.095643644371086367e+01
-1.134169099053976026e+01,5.188136279180312016e+01
-1.154961459285059355e+01,5.280702231857912921e+01
-1.176846860701073361e+01,5.373150780499467771e+01
-1.197425312829638244e+01,5.465813045816984328e+01
-1.218548567742042366e+01,5.558314401247859138e+01
-1.238353783135971042e+01,5.650580534015046652e+01
-1.257634363855750337e+01,5.743383677229418538e+01
-1.277156135165576778e+01,5.836182225024484893e+01
-1.298350689516029099e+01,5.928545530162892874e+01
-1.322004007998747888e+01,6.020961436134609812e+01
-1.342301713913303907e+01,6.113445322266868942e+01
-1.363409672538765705e+01,6.205910440170094944e+01
-1.388636439292841374e+01,6.297762898594648817e+01
-1.407954006452326468e+01,6.390369583694046440e+01
-1.428479087800789671e+01,6.482821452379828031e+01
-1.452079577571233493e+01,6.574881636965513110e+01
-1.474618046403651839e+01,6.667077698899772997e+01
-1.495162412278539499e+01,6.759681492590551954e+01
-1.514438707390206496e+01,6.852348116266234967e+01
-1.534590176980495890e+01,6.945093553771347672e+01
-1.557753254390232378e+01,7.037352897796972684e+01
-1.580452072505772954e+01,7.129408428313323043e+01
-1.603096891399575341e+01,7.221885397909152005e+01
-1.624482651342265527e+01,7.314697225455135765e+01
-1.645063542225027930e+01,7.407532875116775983e+01
-1.665723094506516233e+01,7.499970407013350382e+01
-1.684413333345348818e+01,7.592944951836386736e+01
-1.702849182652927595e+01,7.685641696631971342e+01
-1.726027752277580518e+01,7.778268091378322424e+01
-1.747417403143027670e+01,7.870385840116190934e+01
-1.767898907811087739e+01,7.963189903223933186e+01
-1.789402455589181784e+01,8.056054334941460127e+01
-1.807198739514190677e+01,8.148760885348590932e+01
-1.829416226383726851e+01,8.241155708437347016e+01
-1.849829661057990293e+01,8.333737792875669470e+01
-1.870455844610381746e+01,8.426276016662794177e+01
-1.890412227628843311e+01,8.518840109567423724e+01
-1.912890504746261300e+01,8.611514076703754483e+01
-1.934585326507604819e+01,8.704005054067806668e+01
-1.957805227421258465e+01,8.795995643545298037e+01
-1.979982403824496373e+01,8.888336389745434474e+01
-2.003980443439595049e+01,8.980753036183261884e+01
-2.025524085321761447e+01,9.073092292952240712e+01
-2.049196273794134626e+01,9.165130094973623898e+01
-2.070581047194470869e+01,9.257508986252875616e+01
-2.091696501071950820e+01,9.349801163571382290e+01
-2.113301082203211223e+01,9.442368043872808414e+01
-2.136148770025020482e+01,9.534852665954103657e+01
-2.157541631503220714e+01,9.627714663299514086e+01
-2.178335883480468738e+01,9.720119860265779721e+01
-2.198812949930658434e+01,9.812669315345675614e+01
-2.224519385576442687e+01,9.905089687162514167e+01
-2.245684228153126938e+01,9.997450339886256643e+01
-2.267736584972778147e+01,1.008972109334848852e+02
-2.289413720959364795e+01,1.018201078510255968e+02
-2.309245619922667458e+01,1.027457115875031377e+02
-2.330544383971925981e+01,1.036748355196724845e+02
-2.351909561760507472e+01,1.046003308107344907e+02
-2.373306700797310143e+01,1.055285375780357668e+02
-2.395133927997548895e+01,1.064561068595859297e+02
-2.416321170198667545e+01,1.073818931906643286e+02
-2.439735872091613800e+01,1.083049719301313729e+02
-2.461068406955870813e+01,1.092312637762688183e+02
-2.482403579199954891e+01,1.101567767989390063e+02
-2.504465063375164391e+01,1.110802997354180093e+02
